Time,Event Time,State at A,State at B,Comment
s,s,State,State,

70.343848,70.343850,0,1,
70.373344,70.373340,0,0,
70.806112,70.806110,1,0,
70.8333679,70.833370,0,0,
70.835128,70.835130,0,1,
70.867536,70.867540,0,0,
71.311424,71.311420,0,1,
71.3301199,71.330120,1,1,
71.3448399,71.344840,1,0,
71.356664,71.356670,0,0,
71.794288,71.794290,0,1,
71.825144,71.825140,0,0,
71.8404719,71.840470,1,0,
71.869376,71.869380,0,0,
72.311792,72.311790,0,1,
72.326824,72.326820,1,1,
72.34016,72.340160,1,0,
72.358488,72.358490,0,0,
72.7967199,72.796720,1,0,
72.827608,72.827610,0,0,
72.8291919,72.829190,0,1,
72.8583199,72.858320,0,0,
73.2962079,73.296210,1,0,
73.3241599,73.324160,0,0,
73.3357279,73.335730,0,1,
73.3678559,73.367860,0,0,
73.8078879,73.807880,0,1,
73.81396,73.813960,1,1,
73.8407359,73.840740,0,1,
73.8415359,73.841540,0,0,
74.2907039,74.290700,0,1,
74.3226,74.322600,0,0,
74.333776,74.333780,1,0,
74.362056,74.362050,0,0,
74.7946559,74.794650,0,1,
74.823888,74.823890,0,0,
74.8241039,74.824100,1,0,
74.855232,74.855230,0,0,
75.2974639,75.297460,1,0,
75.3197359,75.319730,1,1,
75.3293039,75.329310,0,1,
75.348472,75.348470,0,0,
75.783568,75.783570,1,0,
75.8127119,75.812710,0,0,
75.826416,75.826420,0,1,
75.85776,75.857760,0,0,
76.301704,76.301700,1,0,
76.31224,76.312240,1,1,
76.3285839,76.328580,0,1,
76.346368,76.346370,0,0,
76.782152,76.782150,0,1,
76.815152,76.815160,0,0,
76.820656,76.820660,1,0,
76.848528,76.848530,0,0,
77.2856879,77.285690,0,1,
77.315568,77.315570,0,0,
77.3239119,77.323910,1,0,
77.3547919,77.354790,0,0,
77.795344,77.795340,1,0,
77.802464,77.802470,1,1,
77.8275039,77.827510,0,1,
77.831368,77.831370,0,0,
78.277768,78.277770,1,0,
78.307968,78.307970,0,0,
78.321848,78.321850,0,1,
78.3525839,78.352580,0,0,
78.785376,78.785380,1,0,
78.808104,78.808110,1,1,
78.813024,78.813030,0,1,
78.841752,78.841750,0,0,
79.2835039,79.283500,0,1,
79.3099759,79.309970,1,1,
79.3175519,79.317550,1,0,
79.3373759,79.337380,0,0,
79.770944,79.770940,0,1,
79.8020959,79.802090,0,0,
79.816656,79.816660,1,0,
79.8468,79.846800,0,0,
80.2915759,80.291570,0,1,
80.29844,80.298440,1,1,
80.320504,80.320500,1,0,
80.3311119,80.331120,0,0,
80.7699679,80.769970,1,0,
80.8012639,80.801260,0,0,
80.807912,80.807910,0,1,
80.8381359,80.838130,0,0,
81.274424,81.274420,1,0,
81.3026639,81.302670,0,0,
81.3099759,81.309970,0,1,
81.3434559,81.343450,0,0,
81.7791759,81.779170,0,1,
81.7938959,81.793900,1,1,
81.8136799,81.813680,1,0,
81.821384,81.821380,0,0,
